sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
184943,https://sofifa.com/player/184943/ramires-santos-do-nascimen/15/157759,Ramires,Ramires Santos do Nascimento,27,1987-03-24,180,70,Brazil,Chelsea,81,82,0,0,"CDM, CM",Right,3,3,3,High/High,Lean,Yes,,#Engine,SUB,7,,2010-08-13,2017,SUB,16,88,69,77,82,79,73,,,,,,,Dives Into Tackles (CPU AI Only),76,67-3,75,83,69,82,69,50,76,82,86,90,78,82,80,75,80,94,59+1,66,79,82,73-3,76,67,,76,82,78,12,6,9,12,9,75+1,75+1,75+1,79+1,77+1,77+1,77+1,79+1,78+1,78+1,78+1,81+1,80+1,80+1,80+1,81+1,82+1,80+1,80+1,80+1,82+1,81+1,77+1,77+1,77+1,81+1
9676,https://sofifa.com/player/9676/samuel-etoo/15/157759,S. Eto'o,Samuel Eto'o Fils,33,1981-03-10,179,75,Cameroon,Everton,81,81,0,0,ST,Right,3,3,4,Medium/Medium,Lean,Yes,,,SUB,5,,2014-08-26,2016,,,76,81,71,82,37,72,,,,,,,Beat Offside Trap,69,82,76,72,81-1,83-1,78,72,62,81,74-10,77-4,83,84,74,82-1,85,68-7,72,74-1,75,39,84,74,85,,20,39,35,7,10,11,13,12,80+1,80+1,80+1,78+1,80+1,80+1,80+1,78+1,79+1,79+1,79+1,76+1,70+1,70+1,70+1,76+1,59+1,60+1,60+1,60+1,59+1,56+1,53+1,53+1,53+1,56+1
11141,https://sofifa.com/player/11141/miroslav-klose/15/157759,M. Klose,Miroslav Klose,36,1978-06-09,184,84,Germany,Lazio,81,81,0,0,ST,Right,4,4,2,Medium/Low,Lean,Yes,,#Poacher,SUB,11,,2011-07-01,2015,,,70,77,63,73,32,63,,,,,,,"Injury Prone, Power Header",64-1,86-1,89-1,71-1,81-2,73,74-1,50-1,43-1,78-2,72-2,69-2,64-2,78-1,61,77-2,90+1,53-2,73-1,52-1,46-1,23-1,87,63-1,81-4,,25,27-1,25+5,4-1,13-1,12-1,9-1,9-1,79+2,79+2,79+2,72+2,76+2,76+2,76+2,72+2,73+2,73+2,73+2,69+2,61+2,61+2,61+2,69+2,52+2,51+2,51+2,51+2,52+2,48+2,48+2,48+2,48+2,48+2
24630,https://sofifa.com/player/24630/jose-manuel-reina-paez/15/157759,José Reina,José Manuel  Reina Páez,31,1982-08-31,188,92,Spain,FC Bayern München,81,81,0,0,GK,Right,2,3,1,Medium/Medium,Normal,Yes,,,SUB,23,,2014-08-08,2017,,,,,,,,,81,78,87,83,57,80,"Puncher, GK Long Throw",25,25,25,25,25,25,25,25,22,23,50,63,50,84,60,29,73,34,64,25,25,22,25,25,40,,25,25,25,81,78,87,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,
30110,https://sofifa.com/player/30110/dimitar-berbatov/15/157759,D. Berbatov,Dimitar Ivanov Berbatov,33,1981-01-30,189,75,Bulgaria,AS Monaco,81,81,0,0,"ST, CAM",Right,3,3,4,Low/Low,Lean,Yes,,#Poacher,ST,10,,2014-01-31,2015,,,64,82,80,80,32,62,,,,,,,"Avoids Using Weaker Foot, Finesse Shot, Flair, Playmaker (CPU AI Only), Outside Foot Shot",78,85-2,84-1,85,86,82-1,78,65,76,86-1,59-5,68,69,71-2,52,83-1,75,55,73,70,42,28,85-1,82,86,,25,25,25,15,6,9,8,15,80+1,80+1,80+1,79+1,80+1,80+1,80+1,79+1,81+1,81+1,81+1,78+1,71+1,71+1,71+1,78+1,56+1,59+1,59+1,59+1,56+1,50+1,48+1,48+1,48+1,50+1
31432,https://sofifa.com/player/31432/didier-drogba/15/157759,D. Drogba,Didier Yves Drogba Tébily,36,1978-03-11,188,85,Ivory Coast,Chelsea,81,81,0,0,ST,Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,11,,2014-07-25,2015,,,67,83,75,75,36,78,,,,,,,"Diver, Power Header",75,83-1,88-2,74,77,77-3,75,80,66,80,64-10,70-3,63-11,75-1,52,86-2,78,66,83,80,79,42,83-1,81,84,,22,32,29,10,11,8,6,14,80+1,80+1,80+1,76+1,80+1,80+1,80+1,76+1,78+1,78+1,78+1,74+1,70+1,70+1,70+1,74+1,57+1,61+1,61+1,61+1,57+1,55+1,54+1,54+1,54+1,55+1
34079,https://sofifa.com/player/34079/ashley-cole/15/157759,A. Cole,Ashley Cole,33,1980-12-20,176,66,England,Roma,81,81,0,0,LB,Left,3,2,3,High/Medium,Normal,Yes,,,LB,3,,2014-07-07,2016,,,73,55,71,74,80,75,,,,,,,"Injury Free, Avoids Using Weaker Foot",76,42-1,68-1,77-5,58-1,71-2,67-1,48-1,75-1,76-1,74,72,77,86-2,76,74-3,77,84,69,58,77-1,81-1,60-1,61-1,69-2,,79-2,82-3,85-3,13-1,6-1,13-1,5-1,5-1,65+1,65+1,65+1,71+1,67+1,67+1,67+1,71+1,69+1,69+1,69+1,74+1,74+1,74+1,74+1,74+1,79+1,77+1,77+1,77+1,79+1,80+1,78+1,78+1,78+1,80+1
45574,https://sofifa.com/player/45574/rafael-van-der-vaart/15/157759,R. van der Vaart,Rafael van der Vaart,31,1983-02-11,176,74,Netherlands,Hamburger SV,81,81,0,0,"CAM, CF, CM",Left,3,4,3,Medium/Medium,Normal,Yes,,,SUB,23,,2012-08-31,2015,SUB,20,53,78,81,81,37,63,,,,,,,"Injury Prone, Flair, Playmaker (CPU AI Only)",77-1,76-1,57+6,82-1,83,81,84-1,82,81-1,83,54+2,53+1,73-2,82-2,74,80-1,53-3,68-2,63,80-3,61+2,48,76-1,84-1,78,,28,36,25,11,11,5,15,13,74+1,74+1,74+1,77+1,77+1,77+1,77+1,77+1,80+1,80+1,80+1,77+1,75+1,75+1,75+1,77+1,60+1,65+1,65+1,65+1,60+1,54+1,49+1,49+1,49+1,54+1
49369,https://sofifa.com/player/49369/fernando-jose-torres-sanz/15/157759,Fernando Torres,Fernando José Torres Sanz,30,1984-03-20,186,78,Spain,Milan,81,81,0,0,ST,Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,9,Chelsea,,2016,,,78,79,71,80,32,70,,,,,,,"Finesse Shot, Speed Dribbler (CPU AI Only)",73,78-3,75,75,83-3,81-2,79,63-5,51,82-2,81-3,76-2,74,81,60,84,75,70-1,73-2,78,62,35,81,79,75,,21,29,25,14,13,8,9,10,80+1,80+1,80+1,78+1,80+1,80+1,80+1,78+1,79+1,79+1,79+1,76+1,68+1,68+1,68+1,76+1,57+1,58+1,58+1,58+1,57+1,53+1,49+1,49+1,49+1,53+1
53578,https://sofifa.com/player/53578/nigel-de-jong/15/157759,N. de Jong,Nigel de Jong,29,1984-11-30,174,72,Netherlands,Milan,81,81,0,0,"CDM, CM",Right,3,3,2,Low/High,Normal,Yes,,,CDM,34,,2012-08-01,2015,CM,6,71,51,72,72,78,82,,,,,,,Dives Into Tackles (CPU AI Only),59-1,39-1,59-1,82+2,53-1,65-1,59-1,50-1,82+2,79+1,74,68,74,75+3,86,71-1,78,80,82+2,56,87-1,85-1,55+3,69+7,58-1,,72-1,82-1,84-1,2-1,4-1,2-1,2-1,4-1,61+1,61+1,61+1,67+1,64+1,64+1,64+1,67+1,69+1,69+1,69+1,71+1,75+1,75+1,75+1,71+1,76+1,80+1,80+1,80+1,76+1,77+1,78+1,78+1,78+1,77+1
116494,https://sofifa.com/player/116494/cedric-carrasso/15/157759,C. Carrasso,Cédric Carrasso,32,1981-12-30,187,87,France,FC Girondins de Bordeaux,81,81,0,0,GK,Right,3,3,1,Medium/Medium,Normal,Yes,,,GK,16,,2009-07-01,2015,,,,,,,,,78,79,81,82,40,81,"Leadership, Puncher, Team Player",25,25,25,24,25,25,25,25,22,22,38,42,39,73,35,27,73,31,71,25,43,23,25,25,25,,25,25,25,78,79,81,81,82,,,,,,,,,,,,,,,,,,,,,,,,,,
135475,https://sofifa.com/player/135475/felipe-melo-de-carvalho/15/157759,Felipe Melo,Felipe Melo de Carvalho,31,1983-06-26,183,80,Brazil,Galatasaray SK,81,81,0,0,"CDM, CM",Right,3,3,3,Medium/High,Normal,No,,,SUB,3,,2013-07-22,2016,,,77,71,76,75,80,86,,,,,,,Power Header,69,63-9,85-1,81-2,67,75-1,71,70,83-2,76,74-3,80+3,78,79-3,63-21,84,84,82,87-1,77,91-2,78-3,73,74-2,73-12,,76-3,81-2,83+2,11,7,12,11,5,75+1,75+1,75+1,75+1,76+1,76+1,76+1,75+1,76+1,76+1,76+1,76+1,78+1,78+1,78+1,76+1,78+1,80+1,80+1,80+1,78+1,80+1,82+1,82+1,82+1,80+1
135507,https://sofifa.com/player/135507/fernando-luiz-rosa/15/157759,Fernandinho,Fernando Luiz Rosa,29,1985-05-04,176,67,Brazil,Manchester City,81,81,0,0,"CM, CDM",Right,3,4,3,Medium/High,Lean,Yes,,,RDM,25,,2013-07-01,2017,LCM,5,78,74,80,81,73,76,,,,,,,Long Shot Taker (CPU AI Only),78,70,55,85,77,80-1,70,71,82,83-1,77-6,78-5,79-2,82,79,81,72,82,71+6,81-3,83,81,68,78-6,61,,70,76,73,12,11,5,13,7,74+1,74+1,74+1,79+1,77+1,77+1,77+1,79+1,79+1,79+1,79+1,80+1,80+1,80+1,80+1,80+1,79+1,80+1,80+1,80+1,79+1,77+1,74+1,74+1,74+1,77+1
137262,https://sofifa.com/player/137262/stefan-kiessling/15/157759,S. Kießling,Stefan Kießling,30,1984-01-25,191,80,Germany,Bayer 04 Leverkusen,81,81,0,0,ST,Right,2,3,2,High/High,Lean,Yes,,#Engine,ST,11,,2006-07-01,2017,,,66,83,71,69,45,80,,,,,,,"Injury Free, Power Header",68,88,88,78,82,69,66,49,59,74,64-1,68,60,85,42,83,72,86+2,79,74,75,44,86,75,79,,26,50-5,41,6,7,5,11,12,81+0,81+0,81+0,73+0,79+0,79+0,79+0,73+0,77+0,77+0,77+0,73+0,71+0,71+0,71+0,73+0,61+0,64+0,64+0,64+0,61+0,61+0,59+0,59+0,59+0,61+0
143306,https://sofifa.com/player/143306/tolga-zengin/15/157759,T. Zengin,Tolga Zengin,30,1983-10-10,192,90,Turkey,Beşiktaş JK,81,81,0,0,GK,Right,1,2,1,Medium/Medium,Normal,No,,,GK,29,,2013-08-01,2017,SUB,12,,,,,,,79,78,75,85,43,83,"Leadership, Puncher",25,25,25,24,25,25,25,25,23,29,42,44,49,79,49,25,79,37,74,25,30,22,25,25,25,,25,25,25,79+2,78-2,75-2,83+1,85+8,,,,,,,,,,,,,,,,,,,,,,,,,,
146758,https://sofifa.com/player/146758/roberto-soldado-rillo/15/157759,Soldado,Roberto Soldado Rillo,29,1985-05-27,179,72,Spain,Tottenham Hotspur,81,81,0,0,ST,Right,3,3,3,Medium/Low,Normal,Yes,,,SUB,9,,2013-08-05,2017,,,76,81,68,76,42,75,,,,,,,,67,84,82-1,70,81-1,75-2,74,64,59,79-1,75,76,71-3,81,71+1,82-2,83,75,76,73-2,72,40,84-2,73,85,,32,40,37,12,12,13,8,5,80+1,80+1,80+1,75+1,79+1,79+1,79+1,75+1,76+1,76+1,76+1,73+1,69+1,69+1,69+1,73+1,59+1,61+1,61+1,61+1,59+1,58+1,56+1,56+1,56+1,58+1
148711,https://sofifa.com/player/148711/anderson-luis-da-silva/15/157759,Luisão,Ânderson Luís da Silva,33,1981-02-13,192,81,Brazil,SL Benfica,81,81,0,0,CB,Right,2,2,2,Low/Medium,Lean,No,,,RCB,4,,2003-01-01,2016,,,39,53,59,53,84,75,,,,,,,"Leadership, Power Header, One Club Player",58,45-10,85,67,57,50-8,36,48,60,65-3,32,44,34,77+4,32,78,59,47-3,88,45,81,86+2,36-14,52,66,,84+1,85,80,14,14,7,10,12,58+0,58+0,58+0,53+0,56+0,56+0,56+0,53+0,55+0,55+0,55+0,55+0,61+0,61+0,61+0,55+0,69+0,72+0,72+0,72+0,69+0,74+0,81+0,81+0,81+0,74+0
152039,https://sofifa.com/player/152039/daniel-agger/15/157759,D. Agger,Daniel Munthe Agger,29,1984-12-12,191,79,Denmark,Brøndby IF,81,81,0,0,CB,Left,3,3,2,High/Medium,Normal,Yes,,,SUB,22,,2014-08-30,2016,,,73,65,66,61,83,77,,,,,,,"Injury Prone, Team Player",54,58,83,76,38,56-5,52,72,72,71-2,68+3,77+8,53,75,47,86,70,76,77,71-2,79,81,42,59,67,,82,84,83,13,9,13,14,13,65+1,65+1,65+1,62+1,67+1,67+1,67+1,62+1,64+1,64+1,64+1,64+1,69+1,69+1,69+1,64+1,74+1,76+1,76+1,76+1,74+1,78+1,80+1,80+1,80+1,78+1
155897,https://sofifa.com/player/155897/clint-dempsey/15/157759,C. Dempsey,Clint Dempsey,31,1983-03-09,185,84,United States,Seattle Sounders FC,81,81,0,0,"CF, CAM, ST",Right,3,4,4,Medium/Medium,Normal,Yes,,,RS,2,,2013-08-03,2016,ST,8,73,80,75,82,42,75,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",70,80,82,80,76,83,72,73,67,83,74+1,73,79,79,70,83,71-13,80+1,74,80,70,33,81,76,71,,31,45,47,12,7,5,10,12,80+1,80+1,80+1,78+1,80+1,80+1,80+1,78+1,80+1,80+1,80+1,77+1,73+1,73+1,73+1,77+1,63+1,63+1,63+1,63+1,63+1,60+1,57+1,57+1,57+1,60+1
159287,https://sofifa.com/player/159287/riccardo-montolivo/15/157759,R. Montolivo,Riccardo Montolivo,29,1985-01-18,182,79,Italy,Milan,81,81,0,0,"CM, CDM",Right,3,4,2,Medium/Medium,Lean,Yes,,,SUB,18,,2012-07-01,2016,,,60,71,83,76,68,73,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",77-1,59-1,59-1,85-1,75-1,73-3,79-1,77-1,88-1,83-3,54-6,64,68,79-5,72,83-1,60,78,71-1,84,75-1,75-1,63-1,83-1,77-1,,60-1,74-3,70-1,2-1,4-1,2-1,2-1,4-1,69+1,69+1,69+1,74+1,73+1,73+1,73+1,74+1,77+1,77+1,77+1,77+1,80+1,80+1,80+1,77+1,75+1,78+1,78+1,78+1,75+1,73+1,70+1,70+1,70+1,73+1
162131,https://sofifa.com/player/162131/fernando-javier-llorente-torres/15/157759,Llorente,Fernando Javier Llorente Torres,29,1985-02-26,195,90,Spain,Juventus,81,81,0,0,ST,Right,3,3,2,Medium/Medium,Normal,Yes,,"#Aerial Threat, #Strength",LS,14,,2013-07-01,2017,,,61,79,57,74,35,85,,,,,,,Power Header,43-1,84-1,91-2,70-1,84-1,72-1,60-1,40-1,46-1,80-1,55,65,69,82-1,51,83+1,72,75+3,93+3,64,81-1,31-1,85-1,59-10,69-1,,23-2,33+12,25,2-1,2-1,3-1,4-1,2-1,80+1,80+1,80+1,68+1,76+1,76+1,76+1,68+1,73+1,73+1,73+1,66+1,64+1,64+1,64+1,66+1,53+1,57+1,57+1,57+1,53+1,52+1,54+1,54+1,54+1,52+1
164435,https://sofifa.com/player/164435/mbark-boussoufa/15/157759,M. Boussoufa,Mbark Boussoufa,29,1984-08-15,167,61,Morocco,Lokomotiv Moscow,81,81,0,0,CAM,Right,2,3,5,Medium/Medium,Lean,No,,"#Dribbler, #Acrobat",SUB,11,,2013-08-16,2016,,,80,72,82,86,42,55,,,,,,,"Diver, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",81-4,72,45,83,69,86,79,77,80,84,84-1,76,92+2,77,91-2,72,80+4,84,34+2,74,66,47,76,84,71,,35,42,47,10,14,13,13,14,72+0,72+0,72+0,82+0,77+0,77+0,77+0,82+0,81+0,81+0,81+0,82+0,76+0,76+0,76+0,82+0,67+0,65+0,65+0,65+0,67+0,60+0,51+0,51+0,51+0,60+0
164468,https://sofifa.com/player/164468/gary-cahill/15/157759,G. Cahill,Gary Cahill,28,1985-12-19,193,86,England,Chelsea,81,81,0,0,CB,Right,2,3,2,Medium/Medium,Lean,Yes,,,RCB,24,,2012-01-16,2015,RCB,5,74,58,52,62,84,76,,,,,,,Power Header,28,56-4,86,65+2,47,58,48,27,61,64,69,78+2,67-3,84+4,51-9,63,81,68,79,66,78,82,45,56,53,,82+5,85,86+3,5,12,9,5,12,64+0,64+0,64+0,58+0,64+0,64+0,64+0,58+0,62+0,62+0,62+0,59+0,65+0,65+0,65+0,59+0,71+0,73+0,73+0,73+0,71+0,76+0,81+0,81+0,81+0,76+0
165229,https://sofifa.com/player/165229/laurent-koscielny/15/157759,L. Koscielny,Laurent Koscielny,28,1985-09-10,186,75,France,Arsenal,81,81,0,0,CB,Right,3,3,2,Medium/High,Lean,Yes,,,LCB,6,,2010-07-07,2019,,,81,40,62,65,83,75,,,,,,,Power Header,54,32,81,75,35,62,22,49,67,67,79-1,82+2,70,78-1,62,54,86-2,73,71,47,86,82-2,31,56,51,,81-3,85-2,83,13,11,9,11,7,55+1,55+1,55+1,61+1,57+1,57+1,57+1,61+1,60+1,60+1,60+1,65+1,66+1,66+1,66+1,65+1,75+1,75+1,75+1,75+1,75+1,78+1,80+1,80+1,80+1,78+1
165580,https://sofifa.com/player/165580/diego-alves-carreira/15/157759,Diego Alves,Diego Alves Carreira,29,1985-06-24,188,83,Brazil,Valencia CF,81,81,0,0,GK,Left,2,2,1,Medium/Medium,Normal,Yes,,,GK,1,,2011-07-01,2019,SUB,22,,,,,,,88,74,76,88,54,74,,25-9,25,25,33,25,25,32,21,33,25,55,54-1,69,78,57,45,84,43,67,32,44,25,25,25,30,,25,25,25,88-2,74+2,76+2,74+1,88-2,,,,,,,,,,,,,,,,,,,,,,,,,,
166706,https://sofifa.com/player/166706/martin-skrtel/15/157759,M. Škrtel,Martin Škrtel,29,1984-12-15,191,81,Slovakia,Liverpool,81,81,0,0,CB,Right,3,2,2,Medium/High,Normal,Yes,,,SUB,37,,2008-01-11,2016,,,63,38,48,54,82,82,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header",39,35,86,65,43,46,33,27,62,60-1,56+2,69+3,62,73,60,46,75,75,85,35,84,81,33,28,52,,81,83,81,15,5,7,6,11,52+1,52+1,52+1,50+1,50+1,50+1,50+1,50+1,48+1,48+1,48+1,53+1,58+1,58+1,58+1,53+1,69+1,70+1,70+1,70+1,69+1,75+1,80+1,80+1,80+1,75+1
167943,https://sofifa.com/player/167943/yohan-cabaye/15/157759,Y. Cabaye,Yohan Cabaye,28,1986-01-14,175,72,France,Paris Saint-Germain,81,81,0,0,"CM, CAM, CDM",Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,4,,2014-01-29,2017,SUB,6,68,75,82,78,71,73,,,,,,,"Finesse Shot, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",77,70,69,85,73,74,79,83,82,83,67,69-2,78,79,77,82+2,70-2,83,66,81,77,79,70,84,82,,68,72,66,13,8,15,7,11,74+1,74+1,74+1,77+1,76+1,76+1,76+1,77+1,79+1,79+1,79+1,78+1,80+1,80+1,80+1,78+1,76+1,78+1,78+1,78+1,76+1,75+1,72+1,72+1,72+1,75+1
177326,https://sofifa.com/player/177326/mathieu-valbuena/15/157759,M. Valbuena,Mathieu Valbuena,29,1984-09-28,167,58,France,Dinamo Moscow,81,81,0,0,"CAM, RW",Right,3,3,4,High/Medium,Normal,Yes,,#Acrobat,CAM,14,,2014-08-02,2017,CAM,8,86,73,80,83,33,50,,,,,,,"Diver, Finesse Shot, Speed Dribbler (CPU AI Only)",80,71,58,82+2,72,80+1,82,75,75,83,90+2,82+3,91,78+2,93+11,75+3,46,81,35+3,76,52,39,76,80,72,,28,26,34,14,12,8,6,8,74+1,74+1,74+1,81+1,77+1,77+1,77+1,81+1,80+1,80+1,80+1,81+1,73+1,73+1,73+1,81+1,62+1,60+1,60+1,60+1,62+1,55+1,44+1,44+1,44+1,55+1
178372,https://sofifa.com/player/178372/branislav-ivanovic/15/157759,B. Ivanović,Branislav Ivanović,30,1984-02-22,185,91,Serbia,Chelsea,81,81,0,0,"RB, CB",Right,3,3,2,High/Medium,Normal,Yes,,,RB,2,,2008-01-16,2016,,,67,60,63,60,86,83,,,,,,,"Long Throw-in, Injury Free, Dives Into Tackles (CPU AI Only), Power Header",71,56,86,66,47,57,69,47,55,64+1,65,69,54,84,47,72,83,78+1,85,61,85,85,54,56,57,,86+2,86,84+1,14,8,12,10,12,66+1,66+1,66+1,64+1,65+1,65+1,65+1,64+1,62+1,62+1,62+1,64+1,66+1,66+1,66+1,64+1,76+1,75+1,75+1,75+1,76+1,80+1,83+1,83+1,83+1,80+1
182629,https://sofifa.com/player/182629/antonio-alberto-bastos-pimparel/15/157759,Beto,António Alberto Bastos Pimparel,32,1982-05-01,182,81,Portugal,Sevilla FC,81,81,0,0,GK,Right,2,3,1,Medium/Medium,Normal,No,,,GK,13,,2013-01-30,2015,,,,,,,,,82,79,78,84,40,79,,25-2,25,25,36,25-6,25,31,25,32,28,47,34,54,76+1,35+1,36,74,40,52,25,29,25,25,25,28,,25,25,25,82+4,79+4,78+2,79+2,84+3,,,,,,,,,,,,,,,,,,,,,,,,,,
207664,https://sofifa.com/player/207664/carlos-bacca/15/157759,C. Bacca,Carlos Arturo Bacca Ahumada,27,1986-09-08,181,77,Colombia,Sevilla FC,81,81,0,0,ST,Right,2,2,2,High/Medium,Stocky,No,,,ST,9,,2013-07-17,2018,SUB,17,81,82,63,80,31,69,,,,,,,"Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot, Outside Foot Shot",61+1,84+2,71+3,67+5,77+3,80+5,63+1,59+1,52+1,79+2,84+1,79-2,83+1,82+4,71+1,81+3,75+1,73+1,78+1,80+6,38+1,34+1,84+3,66+1,79+1,,25,25,25,12,12,8,5,8,81+0,81+0,81+0,76+0,79+0,79+0,79+0,76+0,77+0,77+0,77+0,73+0,66+0,66+0,66+0,73+0,55+0,55+0,55+0,55+0,55+0,50+0,46+0,46+0,46+0,50+0
190813,https://sofifa.com/player/190813/stephan-el-shaarawy/15/157759,S. El Shaarawy,Stephan El Shaarawy,21,1992-10-27,178,72,Italy,Milan,80,87,0,0,LW,Right,3,4,4,High/High,Lean,Yes,,,SUB,92,,2011-07-01,2018,SUB,11,87,76,72,84,33,60,,,,,,,"Injury Prone, Finesse Shot, Speed Dribbler (CPU AI Only)",73-1,77-1,53-1,73-1,77-1,83-1,85-1,70-1,55-1,87-1,88,86,84,71-1,83+1,75-1,60,74+10,55+1,72,53-1,40-1,79-1,77-1,73-1,,24-1,34-1,24-1,4-1,2-1,4-1,4-1,2-1,75+1,75+1,75+1,79+1,77+1,77+1,77+1,79+1,78+1,78+1,78+1,77+1,69+1,69+1,69+1,77+1,59+1,57+1,57+1,57+1,59+1,52+1,44+1,44+1,44+1,52+1
189513,https://sofifa.com/player/189513/daniel-parejo-munoz/15/157759,Parejo,Daniel Parejo Muñoz,25,1989-04-16,180,75,Spain,Valencia CF,80,86,0,0,"CM, CAM",Right,2,4,3,Medium/Medium,Lean,Yes,,#Playmaker  ,RCM,10,,2011-07-01,2016,,,61,71,86,78,58,68,,,,,,,,82+9,61+1,56+4,91+5,68+9,76+1,82-1,82+4,84+1,86+5,60-4,62-5,69+3,74-5,70-1,80+1,60+7,74+7,73+2,80+4,51-21,75,76+8,87+7,82+14,,58-13,50-22,48-22,5,9,12,14,8,70+0,70+0,70+0,78+0,75+0,75+0,75+0,78+0,80+0,80+0,80+0,79+0,80+0,80+0,80+0,79+0,71+0,74+0,74+0,74+0,71+0,66+0,61+0,61+0,61+0,66+0
190531,https://sofifa.com/player/190531/eliaquim-mangala/15/157759,E. Mangala,Eliaquim Mangala,23,1991-02-13,187,84,France,Manchester City,80,86,0,0,CB,Left,2,4,2,High/High,Normal,No,,#Strength,SUB,20,,2014-08-11,2019,SUB,13,76,40,59,63,79,85,,,,,,,Power Header,64,26,84,66,43,60-1,46,47,63,65,72-3,79,62-12,80,57,71-6,90,77,86,40,91,83,38,46-10,45,,76,77,82,9,12,5,9,13,57+0,57+0,57+0,60+0,57+0,57+0,57+0,60+0,57+0,57+0,57+0,63+0,63+0,63+0,63+0,63+0,73+0,73+0,73+0,73+0,73+0,77+0,80+0,80+0,80+0,77+0
192505,https://sofifa.com/player/192505/romelu-lukaku/15/157759,R. Lukaku,Romelu Lukaku,21,1993-05-13,190,94,Belgium,Everton,80,86,0,0,ST,Left,3,4,3,High/Medium,Stocky,Yes,,#Strength,ST,10,,2014-07-30,2019,SUB,9,84,80,65,75,30,81,,,,,,,Beat Offside Trap,68,83+2,78+1,67,69,77,56,51,58,80,82,86,64+15,74,48,84,70,73,90,72,73,27,77,69,75,,25,25,22,8,15,14,7,10,79+1,79+1,79+1,75+1,78+1,78+1,78+1,75+1,74+1,74+1,74+1,73+1,65+1,65+1,65+1,73+1,54+1,56+1,56+1,56+1,54+1,51+1,49+1,49+1,49+1,51+1
198329,https://sofifa.com/player/198329/rodrigo-moreno-machado/15/157759,Rodrigo,Rodrigo Moreno Machado,23,1991-03-06,180,70,Spain,Valencia CF,80,86,0,0,"ST, CF, RW, LW",Left,2,3,4,High/Medium,Lean,No,,,RW,17,SL Benfica,,2015,,,86,80,69,79,33,71,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",65+1,81+3,75,73+2,80+2,79,78+1,67+7,60+1,78,85+1,87+1,81,82+2,70+1,81,74+1,75+1,71-1,77,67+1,31+1,85+1,71-3,82+12,,26+1,28+1,29+1,7,13,10,11,5,80+0,80+0,80+0,77+0,80+0,80+0,80+0,77+0,78+0,78+0,78+0,75+0,68+0,68+0,68+0,75+0,57+0,58+0,58+0,58+0,57+0,53+0,50+0,50+0,50+0,53+0
199556,https://sofifa.com/player/199556/marco-verratti/15/157759,M. Verratti,Marco Verratti,21,1992-11-05,165,60,Italy,Paris Saint-Germain,80,86,0,0,"CM, CDM",Right,2,3,3,Medium/Medium,Normal,Yes,,#Acrobat,RCM,24,,2012-07-01,2019,SUB,21,70,55,80,84,73,67,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only)",67,45-11,55,86+1,64,83,76,66,85+3,85+1,72,68-3,87,82,93,66,64,77,56-11,58,85,78+2,61,84,64,,73,76+1,73,12,12,15,15,10,64+0,64+0,64+0,75+0,70+0,70+0,70+0,75+0,77+0,77+0,77+0,79+0,80+0,80+0,80+0,79+0,78+0,80+0,80+0,80+0,78+0,75+0,73+0,73+0,73+0,75+0
